row_id,icd9_code,short_title,long_title,charlson_puntaje
269,1690,Gu TB NOS-unspec,"Genitourinary tuberculosis, unspecified, unspecified",1
270,1691,Gu TB NOS-no exam,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination not done",1
271,1692,Gu TB NOS-exam unkn,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)",1
272,1693,Gu TB NOS-micro dx,"Genitourinary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy",1
273,1694,Gu TB NOS-cult dx,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1
274,1695,Gu TB NOS-histo dx,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1
275,1696,Gu TB NOS-oth test,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1
276,1700,TB skin/subcutan-unspec,"Tuberculosis of skin and subcutaneous cellular tissue, unspecified",1
277,1701,TB skin/subcut-no exam,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination not done",1
278,1702,TB skin/subcut-exam unkn,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present)",1
279,1703,TB skin/subcut-micro dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli found (in sputum) by microscopy",1
280,1704,TB skin/subcut-cult dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1
281,1705,TB skin/subcut-histo dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1
282,1706,TB skin/subcut-oth test,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1
283,1710,Erythema nodos tb-unspec,"Erythema nodosum with hypersensitivity reaction in tuberculosis, unspecified",1
284,1711,Erythem nodos tb-no exam,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination not done",1
285,1712,Erythem nod tb-exam unkn,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination unknown (at present)",1
286,1713,Erythem nod tb-micro dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy",1
287,1714,Erythem nodos tb-cult dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1
288,1715,Erythem nod tb-histo dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1
289,1582,TB joint NEC-exam unkn,"Tuberculosis of other specified joint, bacteriological or histological examination unknown (at present)",1
290,1583,TB of joint NEC-micro dx,"Tuberculosis of other specified joint, tubercle bacilli found (in sputum) by microscopy",1
291,1584,TB of joint NEC-cult dx,"Tuberculosis of other specified joint, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1
292,1585,TB of joint NEC-histo dx,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1
293,1586,TB of joint NEC-oth test,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1
294,1590,TB bone/joint NOS-unspec,"Tuberculosis of unspecified bones and joints, unspecified",1
295,1591,TB bone/jt NOS-no exam,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination not done",1
296,1592,TB bone/jt NOS-exam unkn,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)",1
297,1593,TB bone/jt NOS-micro dx,"Tuberculosis of unspecified bones and joints, tubercle bacilli found (in sputum) by microscopy",1
298,1594,TB bone/jt NOS-cult dx,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1
299,1595,TB bone/jt NOS-histo dx,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1
300,1596,TB bone/jt NOS-oth test,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1
301,1600,TB of kidney-unspec,"Tuberculosis of kidney, unspecified",1
302,1601,TB of kidney-no exam,"Tuberculosis of kidney, bacteriological or histological examination not done",1
303,1602,TB of kidney-exam unkn,"Tuberculosis of kidney, bacteriological or histological examination unknown (at present)",1
304,1603,TB of kidney-micro dx,"Tuberculosis of kidney, tubercle bacilli found (in sputum) by microscopy",1
305,1604,TB of kidney-cult dx,"Tuberculosis of kidney, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1
306,1605,TB of kidney-histo dx,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1
307,1606,TB of kidney-oth test,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1
308,1610,TB of bladder-unspec,"Tuberculosis of bladder, unspecified",1
309,1611,TB of bladder-no exam,"Tuberculosis of bladder, bacteriological or histological examination not done",1
310,1612,TB of bladder-exam unkn,"Tuberculosis of bladder, bacteriological or histological examination unknown (at present)",1
311,1613,TB of bladder-micro dx,"Tuberculosis of bladder, tubercle bacilli found (in sputum) by microscopy",1
312,1614,TB of bladder-cult dx,"Tuberculosis of bladder, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1
313,1615,TB of bladder-histo dx,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1
314,1616,TB of bladder-oth test,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1
315,1620,TB of ureter-unspec,"Tuberculosis of ureter, unspecified",1
316,1621,TB of ureter-no exam,"Tuberculosis of ureter, bacteriological or histological examination not done",1
317,1622,TB of ureter-exam unkn,"Tuberculosis of ureter, bacteriological or histological examination unknown (at present)",1
318,1623,TB of ureter-micro dx,"Tuberculosis of ureter, tubercle bacilli found (in sputum) by microscopy",1
319,1624,TB of ureter-cult dx,"Tuberculosis of ureter, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1
320,1625,TB of ureter-histo dx,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1
321,1626,TB of ureter-oth test,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1
322,1630,TB urinary NEC-unspec,"Tuberculosis of other urinary organs, unspecified",1
323,1631,TB urinary NEC-no exam,"Tuberculosis of other urinary organs, bacteriological or histological examination not done",1
324,1632,TB urinary NEC-exam unkn,"Tuberculosis of other urinary organs, bacteriological or histological examination unknown (at present)",1
325,1633,TB urinary NEC-micro dx,"Tuberculosis of other urinary organs, tubercle bacilli found (in sputum) by microscopy",1
326,1634,TB urinary NEC-cult dx,"Tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1
327,1635,TB urinary NEC-histo dx,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1
328,1636,TB urinary NEC-oth test,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1
329,1640,TB epididymis-unspec,"Tuberculosis of epididymis, unspecified",1
330,1641,TB epididymis-no exam,"Tuberculosis of epididymis, bacteriological or histological examination not done",1
331,1642,TB epididymis-exam unkn,"Tuberculosis of epididymis, bacteriological or histological examination unknown (at present)",1
332,1643,TB epididymis-micro dx,"Tuberculosis of epididymis, tubercle bacilli found (in sputum) by microscopy",1
333,1644,TB epididymis-cult dx,"Tuberculosis of epididymis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1
334,1645,TB epididymis-histo dx,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1
335,1646,TB epididymis-oth test,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1
336,1650,TB male genit NEC-unspec,"Tuberculosis of other male genital organs, unspecified",1
337,1651,TB male gen NEC-no exam,"Tuberculosis of other male genital organs, bacteriological or histological examination not done",1
338,1652,TB male gen NEC-ex unkn,"Tuberculosis of other male genital organs, bacteriological or histological examination unknown (at present)",1
339,1653,TB male gen NEC-micro dx,"Tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy",1
340,1654,TB male gen NEC-cult dx,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1
341,1655,TB male gen NEC-histo dx,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1
342,1656,TB male gen NEC-oth test,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1
343,1660,TB ovary & tube-unspec,"Tuberculous oophoritis and salpingitis, unspecified",1
344,1661,TB ovary & tube-no exam,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination not done",1
345,1662,TB ovary/tube-exam unkn,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination unknown (at present)",1
346,1663,TB ovary & tube-micro dx,"Tuberculous oophoritis and salpingitis, tubercle bacilli found (in sputum) by microscopy",1
347,1664,TB ovary & tube-cult dx,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1
348,1665,TB ovary & tube-histo dx,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1
349,1666,TB ovary & tube-oth test,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",1
350,1670,TB female gen NEC-unspec,"Tuberculosis of other female genital organs, unspecified",1
351,1671,TB fem gen NEC-no exam,"Tuberculosis of other female genital organs, bacteriological or histological examination not done",1
352,1672,TB fem gen NEC-exam unkn,"Tuberculosis of other female genital organs, bacteriological or histological examination unknown (at present)",1
353,1673,TB fem gen NEC-micro dx,"Tuberculosis of other female genital organs, tubercle bacilli found (in sputum) by microscopy",1
354,1674,TB fem gen NEC-cult dx,"Tuberculosis of other female genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",1
355,1675,TB fem gen NEC-histo dx,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",1
356,844,Malaria NEC,Other malaria,1
357,845,Mixed malaria,Mixed malaria,1
358,846,Malaria NOS,"Malaria, unspecified",1
359,847,Induced malaria,Induced malaria,1
360,848,Blackwater fever,Blackwater fever,1
